symbol,name,currency,exchange,mic_code,country,type
LFLYW,"Leafly Holdings, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
LFMD,"LifeMD, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
LFMDP,"LifeMD, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
LFST,"LifeStance Health Group, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
LFUS,Littelfuse Inc,USD,NASDAQ,XNGS,United States,Common Stock
LFVN,Lifevantage Corp,USD,NASDAQ,XNCM,United States,Common Stock
LGAC,Lazard Growth Acquisition Corp. I,USD,NASDAQ,XNCM,United States,Common Stock
LGACU,Lazard Growth Acquisition Corp. I,USD,NASDAQ,XNCM,United States,Unit
LGACW,Lazard Growth Acquisition Corp. I,USD,NASDAQ,XNCM,United States,Common Stock
LGCY,2,USD,NASDAQ,XNGS,United States,Common Stock
LGHL,Lion Group Holding Ltd.,USD,NASDAQ,XNCM,United States,Common Stock
LGHLW,Lion Financial Group Limited,USD,NASDAQ,XNCM,United States,Common Stock
LGIH,LGI Homes Inc,USD,NASDAQ,XNGS,United States,Common Stock
LGMK,"LogicMark, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
LGND,Ligand Pharmaceuticals Inc,USD,NASDAQ,XNMS,United States,Common Stock
LGO,Largo Resources Ltd.,USD,NASDAQ,XNGS,United States,Common Stock
LGST,Semper Paratus Acquisition Corporation,USD,NASDAQ,XNMS,United States,Common Stock
LGSTU,Semper Paratus Acquisition Corporation,USD,NASDAQ,XNMS,United States,Unit
LGSTW,Semper Paratus Acquisition Corporation,USD,NASDAQ,XNMS,United States,Common Stock
LGTO,Legato Merger Corp. II,USD,NASDAQ,XNMS,United States,Common Stock
LGTOU,Legato Merger Corp. II Unit,USD,NASDAQ,XNMS,United States,Unit
LGTOW,Legato Merger Corp. II,USD,NASDAQ,XNMS,United States,Common Stock
LGVC,LAMF Global Ventures Corp. I,USD,NASDAQ,XNMS,United States,Common Stock
LGVCU,LAMF Global Ventures Corp. I,USD,NASDAQ,XNMS,United States,Unit
LGVCW,LAMF Global Ventures Corp. I,USD,NASDAQ,XNMS,United States,Common Stock
LGVN,Longeveron Inc.,USD,NASDAQ,XNCM,United States,Common Stock
LHCG,LHC Group Inc,USD,NASDAQ,XNGS,United States,Common Stock
LHDX,"Lucira Health, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
LI,Li Auto Inc,USD,NASDAQ,XNGS,United States,American Depositary Receipt
LIACF,American Lithium Corp.,USD,NASDAQ,XNAS,United States,Common Stock
LIAN,LianBio,USD,NASDAQ,XNMS,United States,Depositary Receipt
LIBY,Liberty Resources Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
LIBYU,Liberty Resources Acquisition Corp.,USD,NASDAQ,XNMS,United States,Unit
LIBYW,Liberty Resources Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
LICN,Lichen China Limited,USD,NASDAQ,XNCM,,Common Stock
LIDR,"AEye, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
LIDRW,"AEye, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
LIFE,aTyr Pharma Inc,USD,NASDAQ,XNCM,United States,Common Stock
LIFW,MSP RECOVERY INC,USD,NASDAQ,XNMS,United States,Common Stock
LIFWW,"MSP Recovery, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
LIFWZ,"MSP Recovery, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
LILA,Liberty Latin America Ltd,USD,NASDAQ,XNGS,United States,Common Stock
LILAK,Liberty Latin America Ltd,USD,NASDAQ,XNGS,United States,Common Stock
LILM,Lilium N.V.,USD,NASDAQ,XNGS,United States,Common Stock
LILMW,Lilium N.V.,USD,NASDAQ,XNGS,United States,Common Stock
LINC,Lincoln Educational Services Corp,USD,NASDAQ,XNGS,United States,Common Stock
LIND,Lindblad Expeditions Holdings Inc,USD,NASDAQ,XNCM,United States,Common Stock
LINK,"Interlink Electronics, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
LIONU,Lionheart III Corp,USD,NASDAQ,XNMS,United States,Unit
LIONW,Lionheart III Corp,USD,NASDAQ,XNMS,United States,Common Stock
LIPO,Lipella Pharmaceuticals Inc.,USD,NASDAQ,XNCM,United States,Common Stock
LIQT,LiqTech International Inc,USD,NASDAQ,XNCM,United States,Common Stock
LITE,Lumentum Holdings Inc,USD,NASDAQ,XNGS,United States,Common Stock
LITM,Snow Lake Resources Ltd.,USD,NASDAQ,XNCM,United States,Common Stock
LITT,Logistics Innovation Technologies Corp.,USD,NASDAQ,XNMS,United States,Common Stock
LITTU,Logistics Innovation Technologies Corp.,USD,NASDAQ,XNMS,United States,Unit
LIVB,LIV Capital Acquisition Corp II,USD,NASDAQ,XNMS,United States,Common Stock
LIVBU,LIV Capital Acquisition Corp II,USD,NASDAQ,XNMS,United States,Unit
LIVBW,LIV Capital Acquisition Corp. II,USD,NASDAQ,XNGS,United States,Common Stock
LIVE,Live Ventures Inc,USD,NASDAQ,XNCM,United States,Common Stock
LIVN,LivaNova PLC,USD,NASDAQ,XNGS,United States,Common Stock
LIXT,"Lixte Biotechnology Holdings, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
LIXTW,"Lixte Biotechnology Holdings, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
LIZI,Lizhi Inc,USD,NASDAQ,XNMS,United States,Depositary Receipt
LJAQ,LightJump Acquisition Corporation,USD,NASDAQ,XNCM,United States,Common Stock
LKCO,Luokung Technology Corp,USD,NASDAQ,XNCM,United States,Common Stock
LKFN,Lakeland Financial Corp,USD,NASDAQ,XNGS,United States,Common Stock
LKQ,LKQ Corp,USD,NASDAQ,XNGS,United States,Common Stock
LLNW,Limelight Networks Inc,USD,NASDAQ,XNGS,United States,Common Stock
LMAOU,LMF Acquisition Opportunities Inc.,USD,NASDAQ,XNCM,United States,Unit
LMAT,LeMaitre Vascular Inc,USD,NASDAQ,XNMS,United States,Common Stock
LMB,Limbach Holdings Inc,USD,NASDAQ,XNCM,United States,Common Stock
LMDX,LumiraDx Limited,USD,NASDAQ,XNMS,United States,Common Stock
LMDXW,LumiraDx Limited,USD,NASDAQ,XNMS,United States,Common Stock
LMFA,LM Funding America Inc,USD,NASDAQ,XNCM,United States,Common Stock
LMNL,Liminal BioSciences Inc,USD,NASDAQ,XNCM,United States,Common Stock
LMNR,Limoneira Co,USD,NASDAQ,XNGS,United States,Common Stock
LMST,Limestone Bancorp Inc,USD,NASDAQ,XNCM,United States,Common Stock
LNDC,Landec Corp,USD,NASDAQ,XNGS,United States,Common Stock
LNKB,LINKBANCORP Inc,USD,NASDAQ,XNCM,United States,Common Stock
LNSR,"LENSAR, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
LNT,Alliant Energy Corp,USD,NASDAQ,XNGS,United States,Common Stock
LNTH,Lantheus Holdings Inc,USD,NASDAQ,XNMS,United States,Common Stock
LNW,"Light & Wonder, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
LNZA,"LanzaTech Global, Inc.",USD,NASDAQ,XNCM,,Common Stock
LOAN,Manhattan Bridge Capital Inc,USD,NASDAQ,XNCM,United States,REIT
LOCO,El Pollo Loco Holdings Inc,USD,NASDAQ,XNGS,United States,Common Stock
LOGI,Logitech International SA,USD,NASDAQ,XNGS,United States,Common Stock
LOOP,Loop Industries Inc,USD,NASDAQ,XNMS,United States,Common Stock
LOPE,Grand Canyon Education Inc,USD,NASDAQ,XNGS,United States,Common Stock
LOV,Spark Networks SE,USD,NASDAQ,XNCM,United States,Depositary Receipt
LOVE,Lovesac Co-The,USD,NASDAQ,XNMS,United States,Common Stock
LPCN,Lipocine Inc,USD,NASDAQ,XNCM,United States,Common Stock
LPLA,ETFS 2X Daily Long Platinum,USD,NASDAQ,XNGS,United States,Common Stock
LPRO,Open Lending Corp,USD,NASDAQ,XNMS,United States,Common Stock
LPSN,LivePerson Inc,USD,NASDAQ,XNGS,United States,Common Stock
LPTH,LightPath Technologies Inc,USD,NASDAQ,XNCM,United States,Common Stock
LPTX,Leap Therapeutics Inc,USD,NASDAQ,XNMS,United States,Common Stock
LQDA,iShares USD Corp Bond UCITS ETF,USD,NASDAQ,XNCM,United States,Common Stock
LQDT,Liquidity Services Inc,USD,NASDAQ,XNGS,United States,Common Stock
LRCX,Lam Research Corp,USD,NASDAQ,XNGS,United States,Common Stock
LRE,"LEAD REAL ESTATE CO., LTD",USD,NASDAQ,XNGS,United States,Common Stock
LRFC,Logan Ridge Finance Corporation,USD,NASDAQ,XNGS,United States,Common Stock
LRMR,"Larimar Therapeutics, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
LSAK,"Lesaka Technologies, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
LSBK,Lake Shore Bancorp Inc,USD,NASDAQ,XNMS,United States,Common Stock
LSCC,Lattice Semiconductor Corp,USD,NASDAQ,XNGS,United States,Common Stock
LSDI,Lucy Scientific Discovery Inc.,USD,NASDAQ,XNCM,,Common Stock
LSEA,Landsea Homes Corporation,USD,NASDAQ,XNCM,United States,Common Stock
LSEAW,Landsea Homes Corporation,USD,NASDAQ,XNCM,United States,Common Stock
LSTA,Lisata Therapeutics Inc,USD,NASDAQ,XNCM,United States,Common Stock
LSTR,Landstar System Inc,USD,NASDAQ,XNGS,United States,Common Stock
LSXMA,Liberty Media Corp-Liberty SiriusXM,USD,NASDAQ,XNGS,United States,Common Stock
LSXMB,Liberty Media Corp-Liberty SiriusXM,USD,NASDAQ,XNGS,United States,Common Stock
LSXMK,Liberty Media Corp-Liberty SiriusXM,USD,NASDAQ,XNGS,United States,Common Stock
LTBR,Lightbridge Corp,USD,NASDAQ,XNCM,United States,Common Stock
LTCH,"Latch, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
LTCHW,"Latch, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
LTRN,Lantern Pharma Inc,USD,NASDAQ,XNCM,United States,Common Stock
LTRPA,Liberty TripAdvisor Holdings Inc,USD,NASDAQ,XNGS,United States,Common Stock
LTRPB,Liberty TripAdvisor Holdings Inc,USD,NASDAQ,XNGS,United States,Common Stock
LTRX,Lantronix Inc,USD,NASDAQ,XNCM,United States,Common Stock
LTRY,Lottery.com Inc.,USD,NASDAQ,XNMS,United States,Common Stock
LTRYW,Lottery.com Inc.,USD,NASDAQ,XNMS,United States,Common Stock
LUCD,Lucid Diagnostics Inc.,USD,NASDAQ,XNMS,United States,Common Stock
LUCY,"Innovative Eyewear, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
LULU,Lululemon Athletica Inc,USD,NASDAQ,XNGS,United States,Common Stock
LUMO,Lumos Pharma Inc,USD,NASDAQ,XNMS,United States,Common Stock
LUNA,Luna Innovations Inc,USD,NASDAQ,XNCM,United States,Common Stock
LUNG,Pulmonx Corp,USD,NASDAQ,XNGS,United States,Common Stock
LUXH,LuxUrban Hotels Inc.,USD,NASDAQ,XNCM,United States,Common Stock
LVAC,LAVA Medtech Acquisition Corp. Class A Common Stock,USD,NASDAQ,XNMS,United States,Common Stock
LVACU,LAVA Medtech Acquisition Corp.,USD,NASDAQ,XNMS,United States,Unit
LVACW,LAVA Medtech Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
LVLU,"Lulu's Fashion Lounge Holdings, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
LVO,"LiveOne, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
LVOX,"LiveVox Holding, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
LVOXU,"LiveVox Holding, Inc.",USD,NASDAQ,XNGS,United States,Unit
LVOXW,"LiveVox Holding, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
LVRA,Levere Holdings Corp.,USD,NASDAQ,XNCM,United States,Common Stock
LVRAU,Levere Holdings Corp.,USD,NASDAQ,XNCM,United States,Unit
LVTX,Lava Therapeutics B.V.,USD,NASDAQ,XNGS,United States,Common Stock
LWAY,Lifeway Foods Inc,USD,NASDAQ,XNMS,United States,Common Stock
LWLG,"Lightwave Logic, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
LX,LexinFintech Holdings Ltd,USD,NASDAQ,XNGS,United States,Depositary Receipt
LXEH,Lixiang Education Holding Co Ltd,USD,NASDAQ,XNMS,United States,American Depositary Receipt
LXRX,Lexicon Pharmaceuticals Inc,USD,NASDAQ,XNGS,United States,Common Stock
LYEL,"Lyell Immunopharma, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
LYFT,Lyft Inc,USD,NASDAQ,XNGS,United States,Common Stock
LYL,Dragon Victory International Ltd,USD,NASDAQ,XNCM,United States,Common Stock
LYLT,Loyalty Ventures Inc.,USD,NASDAQ,XNGS,United States,Common Stock
LYRA,Lyra Therapeutics Inc,USD,NASDAQ,XNMS,United States,Common Stock
LYT,Lytus Technologies Holdings PTV. Ltd.,USD,NASDAQ,XNCM,United States,Common Stock
LYTS,LSI Industries Inc,USD,NASDAQ,XNGS,United States,Common Stock
LZ,"LegalZoom.com, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
MAAQ,Mana Capital Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
MACA,Moringa Acquisition Corp,USD,NASDAQ,XNCM,United States,Common Stock
MACAU,Moringa Acquisition Corp,USD,NASDAQ,XNCM,United States,Unit
MACAW,Moringa Acquisition Corp,USD,NASDAQ,XNCM,United States,Common Stock
MACK,Merrimack Pharmaceuticals Inc,USD,NASDAQ,XNMS,United States,Common Stock
MANH,Manhattan Associates Inc,USD,NASDAQ,XNGS,United States,Common Stock
MAPS,"WM Technology, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
MAPSW,"WM Technology, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
MAQC,Maquia Capital Acquisition Corporation,USD,NASDAQ,XNCM,United States,Common Stock
MAQCU,Maquia Capital Acquisition Corporation,USD,NASDAQ,XNCM,United States,Unit
MAQCW,Maquia Capital Acquisition Corporation,USD,NASDAQ,XNCM,United States,Common Stock
MAR,Marriott International Inc-MD,USD,NASDAQ,XNGS,United States,Common Stock
MARA,Marathon Patent Group Inc,USD,NASDAQ,XNCM,United States,Common Stock
MARK,Remark Holdings Inc,USD,NASDAQ,XNCM,United States,Common Stock
MARPS,Marine Petroleum Trust,USD,NASDAQ,XNCM,United States,Unit
MARXU,Mars Acquisition Corp.,USD,NASDAQ,XNMS,,Unit
MASI,Masimo Corp,USD,NASDAQ,XNGS,United States,Common Stock
MASS,908 Devices Inc.,USD,NASDAQ,XNMS,United States,Common Stock
MAT,Mattel Inc,USD,NASDAQ,XNGS,United States,Common Stock
MATH,Metalpha Technology Holding Limited,USD,NASDAQ,XNCM,United States,Common Stock
MATW,Lyxor MSCI World Materials TR UCITS ETF,USD,NASDAQ,XNGS,United States,Common Stock
MAXN,Maxeon Solar Technologies Ltd,USD,NASDAQ,XNGS,United States,Common Stock
MAYS,JW Mays Inc,USD,NASDAQ,XNCM,United States,Common Stock
MBCN,Middlefield Banc Corp,USD,NASDAQ,XNCM,United States,Common Stock
MBIN,Merchants Bancorp-IN,USD,NASDAQ,XNCM,United States,Common Stock
MBINM,"Merchants Bancorp - Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stoc",USD,NASDAQ,XNCM,United States,Common Stock
MBINN,Merchants Bancorp,USD,NASDAQ,XNCM,United States,Common Stock
MBINO,Merchants Bancorp-IN,USD,NASDAQ,XNCM,United States,Preferred Stock
MBINP,Merchants Bancorp-IN,USD,NASDAQ,XNCM,United States,Preferred Stock
MBIO,Mustang Bio Inc,USD,NASDAQ,XNCM,United States,Common Stock
MBLY,Mobileye Global Inc,USD,NASDAQ,XNGS,United States,Common Stock
MBNKP,Medallion Bank-Salt Lake City UT,USD,NASDAQ,XNCM,United States,Preferred Stock
MBOT,Microbot Medical Inc,USD,NASDAQ,XNCM,United States,Common Stock
MBRX,Moleculin Biotech Inc,USD,NASDAQ,XNCM,United States,Common Stock
MBTC,Nocturne Acquisition Corporation,USD,NASDAQ,XNCM,United States,Common Stock
MBTCR,Nocturne Acquisition Corporation,USD,NASDAQ,XNCM,United States,Common Stock
MBTCU,Nocturne Acquisition Corporation,USD,NASDAQ,XNCM,United States,Unit
MBUU,Malibu Boats Inc,USD,NASDAQ,XNMS,United States,Common Stock
MBWM,Mercantile Bank Corp,USD,NASDAQ,XNGS,United States,Common Stock
MCAA,Mountain & Co. I Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
MCAAU,Mountain & Co. I Acquisition Corp. Unit,USD,NASDAQ,XNMS,United States,Unit
MCAAW,Mountain & Co. I Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
MCACR,Monterey Capital Acquisition Corporation,USD,NASDAQ,XNMS,United States,Common Stock
MCACU,Monterey Capital Acquisition Co,USD,NASDAQ,XNMS,United States,Common Stock
MCAE,Mountain Crest Acquisition Corp. III,USD,NASDAQ,XNCM,United States,Common Stock
MCAER,Mountain Crest Acquisition Corp. III,USD,NASDAQ,XNCM,United States,Common Stock
MCAEU,Mountain Crest Acquisition Corp. III,USD,NASDAQ,XNCM,United States,Unit
MCAF,Mountain Crest Acquisition Corp. IV,USD,NASDAQ,XNCM,United States,Common Stock
MCAFR,Mountain Crest Acquisition Corp. IV,USD,NASDAQ,XNCM,United States,Common Stock
MCAFU,Mountain Crest Acquisition Corp. IV,USD,NASDAQ,XNCM,United States,Unit
MCAG,Mountain Crest Acquisition Corp. V,USD,NASDAQ,XNMS,United States,Common Stock
MCAGR,Mountain Crest Acquisition Corp. V,USD,NASDAQ,XNMS,United States,Common Stock
MCAGU,Mountain Crest Acquisition Corp. V,USD,NASDAQ,XNMS,United States,Unit
MCBC,Macatawa Bank Corp,USD,NASDAQ,XNGS,United States,Common Stock
MCBS,Metrocity Bankshares Inc,USD,NASDAQ,XNGS,United States,Common Stock
MCFT,MasterCraft Boat Holdings Inc,USD,NASDAQ,XNMS,United States,Common Stock
MCHP,Microchip Technology Inc,USD,NASDAQ,XNGS,United States,Common Stock
MCHX,Marchex Inc,USD,NASDAQ,XNGS,United States,Common Stock
MCLD,mCloud Technologies Corp.,USD,NASDAQ,XNCM,United States,Common Stock
MCLDP,mCloud Technologies Corp. - 9.0% Series A Cumulative Perpetual Preferred Shares,USD,NASDAQ,XNCM,United States,Common Stock
MCLDW,mCloud Technologies Corp.,USD,NASDAQ,XNCM,United States,Common Stock
MCRB,Seres Therapeutics Inc,USD,NASDAQ,XNGS,United States,Common Stock
MCRI,Monarch Casino & Resort Inc,USD,NASDAQ,XNGS,United States,Common Stock
MCVT,"Mill City Ventures III, Ltd.",USD,NASDAQ,XNCM,United States,Common Stock
MDB,MongoDB Inc,USD,NASDAQ,XNMS,United States,Common Stock
MDGL,Madrigal Pharmaceuticals Inc,USD,NASDAQ,XNGS,United States,Common Stock
MDGS,Medigus Ltd,USD,NASDAQ,XNCM,United States,Depositary Receipt
MDGSW,Medigus Ltd. WT C EXP 072323,USD,NASDAQ,XNCM,United States,Common Stock
MDIA,Mediaco Holding Inc,USD,NASDAQ,XNCM,United States,Common Stock
MDJH,MDJM Ltd,USD,NASDAQ,XNCM,United States,Common Stock
MDLZ,Mondelez International Inc,USD,NASDAQ,XNGS,United States,Common Stock
MDNA,Medicenna Therapeutics Corp.,USD,NASDAQ,XNCM,United States,Common Stock
MDRR,Medalist Diversified REIT Inc,USD,NASDAQ,XNCM,United States,REIT
MDRRP,Medalist Diversified REIT Inc,USD,NASDAQ,XNCM,United States,Preferred Stock
MDRX,Allscripts Healthcare Solutions Inc,USD,NASDAQ,XNGS,United States,Common Stock
MDVL,"MedAvail Holdings, Inc",USD,NASDAQ,XNCM,United States,Common Stock
MDWD,MediWound Ltd,USD,NASDAQ,XNMS,United States,Common Stock
MDWT,Midwest Holding Inc.,USD,NASDAQ,XNCM,United States,Common Stock
MDXG,"MiMedx Group, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
MDXH,MDxHealth SA,USD,NASDAQ,XNCM,United States,Depositary Receipt
ME,23andMe Holding Co.,USD,NASDAQ,XNGS,United States,Common Stock
MEAC,Mercury Ecommerce Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock
MEACU,Mercury Ecommerce Acquisition Corp.,USD,NASDAQ,XNCM,United States,Unit
MEDP,Medpace Holdings Inc,USD,NASDAQ,XNGS,United States,Common Stock
MEDS,Trxade Group Inc,USD,NASDAQ,XNCM,United States,Common Stock
MEDX,Horizon Kinetics Medical ETF,USD,NASDAQ,XNMS,United States,Common Stock
MEGL,Magic Empire Global Limited,USD,NASDAQ,XNCM,United States,Common Stock
MEIP,MEI Pharma Inc,USD,NASDAQ,XNCM,United States,Common Stock
MEKA,MELI Kaszek Pioneer Corp,USD,NASDAQ,XNMS,United States,Common Stock
MELI,MercadoLibre Inc,USD,NASDAQ,XNGS,United States,Common Stock
MEOA,Minority Equality Opportunities Acquisition Inc.,USD,NASDAQ,XNCM,United States,Common Stock
MEOAU,Minority Equality Opportunities Acquisition Inc.,USD,NASDAQ,XNCM,United States,Unit
MEOH,Methanex Corp,USD,NASDAQ,XNGS,United States,Common Stock
MERC,Mercer International Inc,USD,NASDAQ,XNGS,United States,Common Stock
MESA,Mesa Air Group Inc,USD,NASDAQ,XNGS,United States,Common Stock
MESO,Mesoblast Ltd,USD,NASDAQ,XNGS,United States,Depositary Receipt
META,"Meta Platforms, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
METC,Ramaco Resources Inc,USD,NASDAQ,XNGS,United States,Common Stock
METCL,"Ramaco Resources, Inc. - 9.00% ",USD,NASDAQ,XNGS,United States,Common Stock
METX,Meten EdtechX Education Group Ltd,USD,NASDAQ,XNCM,United States,Common Stock
METXW,Meten EdtechX Education Group Ltd.,USD,NASDAQ,XNCM,United States,Common Stock
MF,Missfresh Limited,USD,NASDAQ,XNMS,United States,Common Stock
MFH,JMU Ltd,USD,NASDAQ,XNCM,United States,Depositary Receipt
MFIC,MidCap Financial Investment Co,USD,NASDAQ,XNGS,United States,Common Stock
MFIN,Medallion Financial Corp,USD,NASDAQ,XNGS,United States,Common Stock
MGAM,Mobile Global Esports Inc.,USD,NASDAQ,XNCM,United States,Common Stock
MGEE,MGE Energy Inc,USD,NASDAQ,XNGS,United States,Common Stock
MGI,MoneyGram International Inc,USD,NASDAQ,XNGS,United States,Common Stock
MGIC,Magic Software Enterprises Ltd,USD,NASDAQ,XNGS,United States,Common Stock
MGNI,"Magnite, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
MGNX,MacroGenics Inc,USD,NASDAQ,XNGS,United States,Common Stock
MGOL,MGO Global Inc. Common Stock,USD,NASDAQ,XNCM,United States,Common Stock
MGPI,MGP Ingredients Inc,USD,NASDAQ,XNGS,United States,Common Stock
MGRC,McGrath RentCorp,USD,NASDAQ,XNGS,United States,Common Stock
MGTA,Magenta Therapeutics Inc,USD,NASDAQ,XNMS,United States,Common Stock
MGTX,MeiraGTx Holdings plc,USD,NASDAQ,XNGS,United States,Common Stock
MGYR,Magyar Bancorp Inc,USD,NASDAQ,XNMS,United States,Common Stock
MHLD,Maiden Holdings Ltd,USD,NASDAQ,XNCM,United States,Common Stock
MHUA,"Meihua International Medical Technologies Co., Ltd.",USD,NASDAQ,XNMS,United States,Common Stock
MICS,"The Singing Machine Company, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
MICT,MICT Inc,USD,NASDAQ,XNCM,United States,Common Stock
MIDD,Middleby Corp-The,USD,NASDAQ,XNGS,United States,Common Stock
MIGI,"Mawson Infrastructure Group, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
MIND,Mitcham Industries Inc,USD,NASDAQ,XNCM,United States,Common Stock
MINDP,Mitcham Industries Inc,USD,NASDAQ,XNCM,United States,Preferred Stock
MINM,"Zoom Telephonics, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
MIRM,Mirum Pharmaceuticals Inc,USD,NASDAQ,XNMS,United States,Common Stock
MIRO,Miromatrix Medical Inc.,USD,NASDAQ,XNCM,United States,Common Stock
MIST,Milestone Pharmaceuticals Inc,USD,NASDAQ,XNGS,United States,Common Stock
MITA,Coliseum Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock
MITAU,Coliseum Acquisition Corp.,USD,NASDAQ,XNCM,United States,Unit
MITC,MeaTech 3D Ltd.,USD,NASDAQ,XNCM,United States,Common Stock
MITK,Mitek Systems Inc,USD,NASDAQ,XNCM,United States,Common Stock
MKD,Molecular Data Inc,USD,NASDAQ,XNCM,United States,Depositary Receipt
MKSI,MKS Instruments Inc,USD,NASDAQ,XNGS,United States,Common Stock
MKTW,"MarketWise, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
MKTX,MarketAxess Holdings Inc,USD,NASDAQ,XNGS,United States,Common Stock
MKUL,"AeroClean Technologies, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
MLAB,Mesa Laboratories Inc,USD,NASDAQ,XNGS,United States,Common Stock
MLAC,Malacca Straits Acquisition Co Ltd,USD,NASDAQ,XNCM,United States,Common Stock
MLACU,Malacca Straits Acquisition Company Limited,USD,NASDAQ,XNCM,United States,Unit
MLACW,Malacca Straits Acquisition Company Limited,USD,NASDAQ,XNCM,United States,Common Stock
MLAI,McLaren Technology Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
MLAIU,McLaren Technology Acquisition Corp.,USD,NASDAQ,XNMS,United States,Unit
MLAIW,McLaren Technology Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
MLCO,Melco Resorts & Entertainment Ltd,USD,NASDAQ,XNGS,United States,Depositary Receipt
MLEC,MOOLEC SCIENCE SA,USD,NASDAQ,XNCM,United States,Common Stock
MLECW,Moolec Science SA Warrant,USD,NASDAQ,XNMS,United States,Common Stock
MLGO,"MicroAlgo, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
MLKN,"MillerKnoll, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
MLTX,MoonLake Immunotherapeutics,USD,NASDAQ,XNCM,United States,Common Stock
MLVF,Malvern Bancorp Inc,USD,NASDAQ,XNMS,United States,Common Stock
MLYS,"Mineralys Therapeutics, Inc.",USD,NASDAQ,XNGS,,Common Stock
MMAT,Meta Materials Inc.,USD,NASDAQ,XNCM,United States,Common Stock
MMLP,Martin Midstream Partners LP,USD,NASDAQ,XNGS,United States,Limited Partnership
MMMB,"MamaMancini's Holdings, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
MMSI,Merit Medical Systems Inc,USD,NASDAQ,XNGS,United States,Common Stock
MMV,Model Performance Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
MMVWW,MultiMetaVerse Holdings Limited,USD,NASDAQ,XNMS,United States,Common Stock
MMYT,MakeMyTrip Ltd,USD,NASDAQ,XNGS,United States,Common Stock
MNDO,Mind CTI Ltd,USD,NASDAQ,XNMS,United States,Common Stock
MNDY,monday.com Ltd.,USD,NASDAQ,XNGS,United States,Common Stock
MNKD,MannKind Corp,USD,NASDAQ,XNMS,United States,Common Stock
MNMD,Mind Medicine ,USD,NASDAQ,XNCM,United States,Common Stock
MNOV,MediciNova Inc,USD,NASDAQ,XNMS,United States,Common Stock
MNPR,Monopar Therapeutics Inc,USD,NASDAQ,XNCM,United States,Common Stock
MNRO,Monro Inc,USD,NASDAQ,XNGS,United States,Common Stock
MNSB,MainStreet Bancshares Inc,USD,NASDAQ,XNCM,United States,Common Stock
MNSBP,"MainStreet Bancshares, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
MNST,Monster Beverage Corp,USD,NASDAQ,XNGS,United States,Common Stock
